ITEM_CODE,ITEM_NAME,MARKET_DIV
013635,휴먼이노텍우,KOSDAQ
013650,데코,KOSDAQ
013700,까뮤이앤씨,KOSPI
013720,CBI,KOSDAQ
013780,아큐텍,KOSDAQ
013810,스페코,KOSDAQ
013870,지엠비코리아,KOSPI
013890,지누스,KOSPI
013990,아가방컴퍼니,KOSDAQ
014010,인터피온반도체,KOSPI
014015,인터피온반도체(1우),KOSPI
014040,GPS,KOSPI
014045,GPS(1우B),KOSPI
014047,GPS(2우B),KOSPI
014080,뉴맥스,KOSPI
014100,메디앙스,KOSDAQ
014130,한익스프레스,KOSPI
014160,대영포장,KOSPI
014190,원익큐브,KOSDAQ
014200,광림,KOSDAQ
014280,금강공업,KOSPI
014285,금강공업우,KOSPI
014300,선진지주,KOSPI
014350,신일건업,KOSPI
014420,프로비타,KOSDAQ
014440,영보화학,KOSPI
014470,부방,KOSDAQ
014530,극동유화,KOSPI
014570,고려제약,KOSDAQ
014580,태경비케이,KOSPI
014590,티엘씨레저,KOSPI
014620,성광벤드,KOSDAQ
014680,한솔케미칼,KOSPI
014710,사조씨푸드,KOSPI
014740,금호케미칼,KOSPI
014745,금호케미칼(1우),KOSPI
014790,"HL D&I",KOSPI
014820,동원시스템즈,KOSPI
014825,동원시스템즈우,KOSPI
014827,동원시스템즈(2우B),KOSPI
014830,유니드,KOSPI
014900,삼보컴퓨터,KOSPI
014910,성문전자,KOSPI
014915,성문전자우,KOSPI
014940,오리엔탈정공,KOSDAQ
014970,삼륭물산,KOSDAQ
014990,인디에프,KOSPI
015020,이스타코,KOSPI
015050,비전하이테크,KOSDAQ
015110,중앙건설,KOSPI
015150,다산,KOSDAQ
015170,중앙바이오텍,KOSDAQ
015200,비앤비성원,KOSDAQ
015230,대창단조,KOSPI
015260,에이엔피,KOSPI
015350,부산가스,KOSPI
015360,예스코홀딩스,KOSPI
015390,엘앤씨피,KOSDAQ
015540,에코바이브,KOSPI
015545,웰스브릿지우,KOSPI
015580,신한은행,KOSPI
015585,신한은행(1우C),KOSPI
015590,KIB플러그에너지,KOSPI
015620,현대울산종금,KOSPI
015650,리젠트종금,KOSPI
015670,AP우주통신,KOSPI
015675,AP우주통신(1우B),KOSPI
015710,코콤,KOSDAQ
015750,성우하이텍,KOSDAQ
015760,한국전력,KOSPI
015860,일진홀딩스,KOSPI
015880,태화쇼핑,KOSPI
015890,태경산업,KOSPI
015940,LG데이콤,KOSPI
016040,디에스피,KOSDAQ
016090,대현,KOSPI
016100,리더스코스메틱,KOSDAQ
016140,웨스테이트,KOSDAQ
016160,오라바이오틱스,KOSPI
016167,오라바이오틱스2우B,KOSPI
016170,카카오M,KOSDAQ
016250,"SGC E&C",KOSDAQ
016360,삼성증권,KOSPI
016365,삼성증권(1우B),KOSPI
016367,삼성증권(2우B),KOSPI
016380,KG스틸,KOSPI
016385,KG스틸우,KOSPI
016420,NH농협증권,KOSPI
016450,한세예스24홀딩스,KOSPI
016510,현대DSF,KOSPI
016550,한별텔레콤,KOSPI
016555,"한별텔레콤(1우 )",KOSPI
016560,서울저축은행,KOSPI
016570,태평양제약,KOSPI
016575,태평양제우,KOSPI
016580,환인제약,KOSPI
016590,신대양제지,KOSPI
016600,큐캐피탈,KOSDAQ
016610,DB금융투자,KOSPI
016670,디모아,KOSDAQ
016710,대성홀딩스,KOSPI
016740,두올,KOSPI
016790,카나리아바이오,KOSDAQ
016800,퍼시스,KOSPI
016830,한미은행,KOSPI
01683C,한미은행(6우B),KOSPI
016880,웅진,KOSPI
016890,대웅바이오,KOSDAQ
016920,카스,KOSDAQ
016970,씨크롭,KOSPI
016975,"씨크롭(1우 )",KOSPI
016990,LG마이크론,KOSDAQ
017000,신원종합개발,KOSDAQ
017010,제너비오믹스,KOSDAQ
017040,광명전기,KOSPI
017050,스타맥스,KOSDAQ
017090,풍연,KOSDAQ
017120,바로크,KOSPI
017160,세븐코스프,KOSDAQ
017170,훈영,KOSPI
017180,명문제약,KOSPI
017210,코닉스,KOSDAQ
017250,인터엠,KOSDAQ
017300,에이치비이에너지,KOSPI
017320,태일정밀,KOSPI
017325,태일정밀(1우),KOSPI
017370,우신시스템,KOSPI
017390,서울가스,KOSPI
017480,삼현철강,KOSDAQ
017510,세명전기,KOSDAQ
017550,수산중공업,KOSPI
017555,수산중공우,KOSPI
017650,대림제지,KOSDAQ
017670,SK텔레콤,KOSPI
017680,데코앤이,KOSDAQ
017800,현대엘리베이,KOSPI
017810,풀무원홀딩스,KOSPI
017860,DS단석,KOSPI
017890,한국알콜,KOSDAQ
017900,광전자,KOSPI
017940,E1,KOSPI
017960,한국카본,KOSPI
018000,유니슨,KOSDAQ
018020,스타리스,KOSPI
018120,진로발효,KOSDAQ
018180,텔슨정보통신,KOSDAQ
018250,애경산업,KOSPI
018260,삼성에스디에스,KOSPI
018290,브이티,KOSDAQ
018310,삼목에스폼,KOSDAQ
018360,메디슨,KOSPI
018365,"메디슨(1우 )",KOSPI
018410,현대금속,KOSPI
018415,현대금속우,KOSPI
018417,현대금속2우B,KOSPI
018470,조일알미늄,KOSPI
018500,동원금속,KOSPI
018570,선진금속,KOSPI
018590,KNC,KOSPI
018620,우진비앤지,KOSDAQ
018670,SK가스,KOSPI
018680,서울제약,KOSDAQ
018700,바른손,KOSDAQ
018880,한온시스템,KOSPI
018890,모라리소스,KOSDAQ
019010,베뉴지,KOSDAQ
019120,경윤하이드로,KOSDAQ
019170,신풍제약,KOSPI
019175,신풍제약우,KOSPI
019180,티에이치엔,KOSPI
019210,와이지-원,KOSDAQ
019260,엔케이바이오,KOSDAQ
019300,태림페이퍼,KOSPI
019430,넥서스투자,KOSDAQ
019440,세아특수강,KOSPI
019490,하이트론,KOSPI
019540,일지테크,KOSDAQ
019550,SBI인베스트먼트,KOSDAQ
019560,한국파트너스,KOSDAQ
019570,플루토스,KOSDAQ
019590,엠벤처투자,KOSDAQ
019640,희훈디앤지,KOSDAQ
019660,글로본,KOSDAQ
019680,대교,KOSPI
019685,대교우B,KOSPI
019770,서연탑메탈,KOSDAQ
019930,기라정보통신,KOSPI
019990,에너토크,KOSDAQ
020000,한섬,KOSPI
020070,에버리소스,KOSDAQ
020075,에버리소스우,KOSDAQ
020120,키다리스튜디오,KOSPI
020150,롯데에너지머티리얼즈,KOSPI
020180,대신정보통신,KOSDAQ
020400,대동금속,KOSDAQ
020490,아이씨켐,KOSDAQ
020560,아시아나항공,KOSPI
020710,시공테크,KOSDAQ
020760,일진디스플,KOSPI
020860,리타워텍,KOSDAQ
020865,리타워텍우,KOSDAQ
021040,대호특수강,KOSDAQ
021045,대호특수강우,KOSDAQ
021050,서원,KOSPI
021060,한림창투,KOSDAQ
021080,에이티넘인베스트,KOSDAQ
021090,케미그라스,KOSDAQ
021240,코웨이,KOSPI
021320,KCC건설,KOSDAQ
021570,알루코,KOSDAQ
021650,한국큐빅,KOSDAQ
021740,세화기술투자,KOSDAQ
021820,세원정공,KOSPI
021880,메이슨캐피탈,KOSDAQ
021930,경남리스,KOSDAQ
021960,KB캐피탈,KOSPI
022100,포스코DX,KOSPI
022220,TKG애강,KOSDAQ
022520,코오롱아이넷,KOSPI
022610,한일,KOSDAQ
022780,옵셔널벤처스,KOSDAQ
022870,평화은행,KOSDAQ
022875,평화은행우선,KOSDAQ
023000,삼원강재,KOSPI
023020,동양매직,KOSDAQ
023130,국민은행,KOSPI
023135,국민은행(1우B),KOSPI
023150,MH에탄올,KOSPI
023160,태광,KOSDAQ
023350,한국종합기술,KOSPI
023410,유진기업,KOSDAQ
023420,유진종합개발,KOSDAQ
023430,아이이,KOSDAQ
023440,제이스코홀딩스,KOSDAQ
023450,동남합성,KOSPI
023460,CNH,KOSDAQ
023530,롯데쇼핑,KOSPI
023590,다우기술,KOSPI
023600,삼보판지,KOSDAQ
023670,알이엔,KOSDAQ
023760,한국캐피탈,KOSDAQ
023770,플레이위드,KOSDAQ
023780,신한캐피탈,KOSDAQ
023790,동일철강,KOSDAQ
023800,인지컨트롤스,KOSPI
023810,인팩,KOSPI
023890,한국아트라스비엑스,KOSDAQ
023900,풍국주정,KOSDAQ
023910,대한약품,KOSDAQ
023960,에쓰씨엔지니어링,KOSPI
024060,흥구석유,KOSDAQ
024070,WISCOM,KOSPI
024080,카리스소프트,KOSDAQ
024090,디씨엠,KOSPI
024100,제일저축은행,KOSPI
024110,기업은행,KOSPI
024120,KB오토시스,KOSDAQ
024660,하림홀딩스,KOSDAQ
024720,콜마홀딩스,KOSPI
024740,한일단조,KOSDAQ
024800,유성티엔에스,KOSDAQ
024810,이화전기,KOSDAQ
024830,세원물산,KOSDAQ
024840,KBI메탈,KOSDAQ
024850,HLB이노베이션,KOSDAQ
024870,유성티에스아이,KOSPI
024880,케이피에프,KOSDAQ
024890,대원화성,KOSPI
024900,덕양산업,KOSPI
024910,경창산업,KOSDAQ
024940,PN풍년,KOSDAQ
024950,삼천리자전거,KOSDAQ
024960,영남종금,KOSPI
025000,KPX케미칼,KOSPI
025080,외환리스,KOSDAQ
025270,부산방직,KOSDAQ
025320,시노펙스,KOSDAQ
025340,그린기술투자,KOSDAQ
025440,DH오토웨어,KOSDAQ
025450,한마음저축은,KOSDAQ
025460,팬텀엔터그룹,KOSDAQ
025530,SJM홀딩스,KOSPI
025540,한국단자,KOSPI
025550,한국선재,KOSDAQ
025560,미래산업,KOSPI
025610,한국저축은행,KOSPI
025620,제이준코스메틱,KOSPI
025690,동방라이텍,KOSDAQ
025750,한솔홈데코,KOSPI
025770,한국정보통신,KOSDAQ
025820,이구산업,KOSPI
025830,한국합섬,KOSPI
025840,레이디,KOSPI
025850,한화화인케미칼,KOSPI
025860,남해화학,KOSPI
025870,신라에스지,KOSDAQ
025880,케이씨피드,KOSDAQ
025890,한국주강,KOSPI
025900,동화홀딩스,KOSDAQ
025920,우경,KOSDAQ
025930,팬택,KOSPI
025950,동신건설,KOSDAQ
025970,알덱스,KOSDAQ
025980,아난티,KOSDAQ
026040,제이에스티나,KOSDAQ
026150,특수건설,KOSDAQ
026180,현대정보기술,KOSDAQ
026220,에스티씨라이프,KOSDAQ
026230,IDH,KOSDAQ
026250,삼우이엠씨,KOSDAQ
026260,위너지스,KOSDAQ
026540,제일창투,KOSDAQ
026870,코원에너지서비스,KOSPI
026890,스틱인베스트먼트,KOSPI
026910,광진실업,KOSDAQ
026940,부국철강,KOSPI
026960,동서,KOSPI
026970,대백저축은행,KOSDAQ
027040,서울전자통신,KOSDAQ
027050,코리아나,KOSDAQ
027350,텔슨전자,KOSDAQ
027360,아주IB투자,KOSDAQ
027390,한화갤러리아타임월드,KOSPI
027410,BGF,KOSPI
027440,코리아이앤디,KOSDAQ
027460,주택은행,KOSPI
027465,주택은행(1우B),KOSPI
027467,주택은행(2우B),KOSPI
027469,주택은행(3우B),KOSPI
027560,케이디엠,KOSDAQ
027580,상보,KOSDAQ
027700,대백쇼핑,KOSDAQ
027710,팜스토리,KOSDAQ
027740,마니커,KOSPI
027830,대성창투,KOSDAQ
027840,고덴시,KOSPI
027890,스탠더드텔레,KOSDAQ
027970,한국제지,KOSPI
028040,미래SCI,KOSDAQ
028050,삼성E&A,KOSPI
028080,휴맥스홀딩스,KOSDAQ
028090,네오퍼플,KOSDAQ
028100,동아지질,KOSPI
028150,GS홈쇼핑,KOSDAQ
028260,삼성물산,KOSPI
02826K,삼성물산우B,KOSPI
028300,HLB,KOSDAQ
028305,에이치엘비우,KOSDAQ
028670,팬오션,KOSPI
029460,케이씨,KOSPI
029480,광무,KOSDAQ
029530,신도리코,KOSPI
029780,삼성카드,KOSPI
029960,코엔텍,KOSDAQ
030000,제일기획,KOSPI
030030,중앙디자인,KOSDAQ
030190,NICE평가정보,KOSPI
030200,KT,KOSPI
030210,다올투자증권,KOSPI
030270,에스마크,KOSDAQ
030350,드래곤플라이,KOSDAQ
030390,쏠라엔텍,KOSDAQ
030420,디패션,KOSDAQ
030520,한글과컴퓨터,KOSDAQ
030530,원익홀딩스,KOSDAQ
030610,교보증권,KOSPI
030700,한통엠닷컴,KOSDAQ
030710,동아금고,KOSPI
030720,동원수산,KOSPI
030790,비케이탑스,KOSPI
030950,보진재,KOSDAQ
030960,양지사,KOSDAQ
030970,주은리스,KOSDAQ
031150,국민카드,KOSDAQ
031310,아이즈비전,KOSDAQ
031330,에스에이엠티,KOSDAQ
031390,녹십자셀,KOSDAQ
031430,신세계인터내셔날,KOSPI
031440,신세계푸드,KOSPI
031510,오스템,KOSDAQ
031800,ST&I,KOSDAQ
031820,콤텍시스템,KOSPI
031860,에스유홀딩스,KOSDAQ
031920,신민저축은행,KOSDAQ
031950,에듀패스,KOSDAQ
031960,동산진흥,KOSDAQ
031970,엠바이엔,KOSDAQ
031980,피에스케이홀딩스,KOSDAQ
031990,대선조선,KOSDAQ
032030,일공공일안경,KOSDAQ
032040,C&S자산관리,KOSDAQ
032050,후야인포넷,KOSDAQ
032080,아즈텍WB,KOSDAQ
032150,으뜸저축은행,KOSDAQ
032180,이수세라믹,KOSDAQ
032190,다우데이타,KOSDAQ
032280,삼일,KOSDAQ
032290,알티전자,KOSDAQ
032300,한국파마,KOSDAQ
032350,롯데관광개발,KOSPI
032380,핸디소프트,KOSDAQ
032390,KTF,KOSPI
032420,터보테크,KOSDAQ
032500,케이엠더블유,KOSDAQ
032540,TJ미디어,KOSDAQ
032560,황금에스티,KOSPI
032570,카라반케이디이,KOSDAQ
032580,피델릭스,KOSDAQ
032590,엔토리노,KOSDAQ
032600,애드모바일,KOSDAQ
032610,에스오케이,KOSDAQ
032620,유비케어,KOSDAQ
032640,LG유플러스,KOSPI
032680,소프트센,KOSDAQ
032685,소프트센우,KOSDAQ
032710,LG카드,KOSPI
032750,삼진,KOSDAQ
032780,테라,KOSDAQ
032790,엠젠솔루션,KOSDAQ
032800,판타지오,KOSDAQ
032820,우리기술,KOSDAQ
032830,삼성생명,KOSPI
032850,비트컴퓨터,KOSDAQ
032860,더라미,KOSDAQ
032930,에이스앤파트너스,KOSDAQ
032940,원익,KOSDAQ
032960,동일기연,KOSDAQ
032980,바이온,KOSDAQ
033020,세아메탈,KOSDAQ
033030,지오엠씨,KOSDAQ
033040,세림아이텍,KOSDAQ
033050,제이엠아이,KOSDAQ
033070,삼한콘트롤스,KOSDAQ
033075,삼한콘트롤스우,KOSDAQ
033100,제룡전기,KOSDAQ
033110,코너스톤네트웍스,KOSDAQ
033130,디지틀조선,KOSDAQ
033160,엠케이전자,KOSDAQ
033170,시그네틱스,KOSDAQ
033180,"KH 필룩스",KOSPI
033190,폴켐,KOSDAQ
033200,모아텍,KOSDAQ
033210,삼화기연,KOSDAQ
033220,남성알미늄,KOSDAQ
033230,인성정보,KOSDAQ
033240,자화전자,KOSPI
033250,체시스,KOSPI
033260,쌈지,KOSDAQ
033270,유나이티드제약,KOSPI
033280,어울림엘시스,KOSDAQ
033290,코웰패션,KOSDAQ
033300,보성인터,KOSDAQ
033310,엠투엔,KOSDAQ
033320,제이씨현시스템,KOSDAQ
033330,두림티앤씨,KOSDAQ
033340,좋은사람들,KOSDAQ
033430,디에스티,KOSDAQ
033500,동성화인텍,KOSDAQ
033530,에스제이지세종,KOSPI
033540,파라텍,KOSDAQ
033550,룩손에너지,KOSDAQ
033560,블루콤,KOSDAQ
033600,럭슬,KOSDAQ
033630,SK브로드밴드,KOSDAQ
033640,네패스,KOSDAQ
033660,우리금융캐피탈,KOSPI
033720,블루스톤,KOSDAQ
033725,블루스톤우,KOSDAQ
033780,KT&G,KOSPI
033790,스카이문스테크놀로지,KOSDAQ
033830,티비씨,KOSDAQ
033850,지노시스템,KOSDAQ
033855,지노시스템우,KOSDAQ
033880,블루멈,KOSDAQ
033885,블루멈우,KOSDAQ
033920,무학,KOSPI
034010,트라이써클,KOSDAQ
034020,두산에너빌리티,KOSPI
034120,SBS,KOSPI
034190,코스파이더,KOSPI
034220,LG디스플레이,KOSPI
034230,파라다이스,KOSPI
034300,신세계건설,KOSPI
034310,NICE,KOSPI
034510,무한투자,KOSDAQ
034590,인천도시가스,KOSPI
034600,글로웍스,KOSDAQ
034660,제넥셀,KOSDAQ
034730,SK,KOSPI
03473K,SK우,KOSPI
034750,디씨씨,KOSDAQ
034810,해성산업,KOSDAQ
03481K,해성산업1우,KOSDAQ
034830,한국토지신탁,KOSPI
034940,조아제약,KOSDAQ
034950,한국기업평가,KOSDAQ
034970,올에버,KOSDAQ
034980,이론테크,KOSDAQ
035000,HS애드,KOSPI
035010,소예,KOSDAQ
035030,파이오니어MF,KOSDAQ
035080,그래디언트,KOSDAQ
035150,백산,KOSPI
035200,프럼파스트,KOSDAQ
035210,티브로드도봉강북방송,KOSDAQ
035250,강원랜드,KOSPI
035270,청람디지탈,KOSDAQ
035290,골드앤에스,KOSDAQ
035400,브이에스에스티,KOSDAQ
035405,브이에스에스티우,KOSDAQ
035420,NAVER,KOSPI
035430,드림라인,KOSDAQ
035450,지아이바이오,KOSDAQ
035460,기산텔레콤,KOSDAQ
035480,제이테크놀로지,KOSDAQ
035500,써니트렌드,KOSDAQ
035510,"신세계 I&C",KOSPI
035600,KG이니시스,KOSDAQ
035610,솔본,KOSDAQ
035620,바른손이앤에이,KOSDAQ
035710,CL,KOSDAQ
035720,카카오,KOSPI
035760,"CJ ENM","KOSDAQ GLOBAL"
035780,그로웰텔레콤,KOSDAQ
035810,이지홀딩스,KOSDAQ
035830,메카포럼,KOSDAQ
035870,호성,KOSDAQ
035890,서희건설,KOSDAQ
035900,"JYP Ent.","KOSDAQ GLOBAL"
035910,현대멀티캡,KOSDAQ
035915,현대멀티캡우,KOSDAQ
035917,현대멀티캡2우,KOSDAQ
035919,현대멀티캡3우,KOSDAQ
035930,에스이아이채MF,KOSDAQ
035950,케이알,KOSDAQ
035960,바이오시스,KOSDAQ
036000,예림당,KOSDAQ
036010,아비코전자,KOSDAQ
036020,한아시스템,KOSDAQ
036030,케이티알파,KOSDAQ
036060,한강기금,KOSPI
036090,위지트,KOSDAQ
036120,SCI평가정보,KOSDAQ
036170,클라우드에어,KOSDAQ
036180,지더블유바이텍,KOSDAQ
036190,금화피에스시,KOSDAQ
036200,유니셈,KOSDAQ
036210,태산엘시디,KOSDAQ
036220,오상헬스케어,KOSDAQ
036260,이매진아시아,KOSDAQ
036270,헤쎄나,KOSDAQ
036280,뉴켐진스템셀,KOSDAQ
036360,3SOFT,KOSDAQ
036420,콘텐트리중앙,KOSPI
036460,한국가스공사,KOSPI
036480,대성미생물,KOSDAQ
036490,SK머티리얼즈,KOSDAQ
036500,에스에스컴텍,KOSDAQ
036530,SNT홀딩스,KOSPI
036540,SFA반도체,KOSDAQ
036550,에이스디지텍,KOSDAQ
036560,영풍정밀,KOSDAQ
036570,엔씨소프트,KOSPI
036580,팜스코,KOSPI
036585,팜스코우B,KOSPI
036590,케이엔티,KOSDAQ
036600,지니웍스,KOSDAQ
036610,지디코프,KOSDAQ
036620,감성코퍼레이션,KOSDAQ
036630,세종텔레콤,KOSDAQ
036640,HRS,KOSDAQ
036660,플러스프로핏,KOSDAQ
036670,KCI,KOSDAQ
036690,코맥스,KOSDAQ
036710,심텍홀딩스,KOSDAQ
036720,한빛네트,KOSDAQ
036760,KNS홀딩스,KOSDAQ
036790,자강,KOSDAQ
036800,나이스정보통신,KOSDAQ
036810,에프에스티,KOSDAQ
036820,BET,KOSDAQ
036825,BET우,KOSDAQ
036830,솔브레인홀딩스,"KOSDAQ GLOBAL"
036840,히스토스템,KOSDAQ
036850,나리지*온,KOSDAQ
036880,맥시스템,KOSDAQ
036890,진성티이씨,KOSDAQ
036900,택산아이엔씨,KOSDAQ
036910,세원텔레콤,KOSDAQ
036920,지앤에스티,KOSDAQ
036930,주성엔지니어링,"KOSDAQ GLOBAL"
037010,넷컴스토리지,KOSDAQ
037020,한와이어리스,KOSDAQ
037030,파워넷,KOSDAQ
037060,시큐어소프트,KOSDAQ
037070,파세코,KOSDAQ
037110,JS,KOSDAQ
037120,한신코퍼,KOSDAQ
037150,CJ인터넷,KOSDAQ
037200,다산씨앤아이,KOSDAQ
037220,넥스텔,KOSDAQ
037230,한국팩키지,KOSDAQ
037240,평안물산,KOSDAQ
037250,대흥멀티통신,KOSDAQ
037270,"YG PLUS",KOSPI
037280,시스컴,KOSDAQ
037320,시노펙스그린테크,KOSDAQ
037330,인지디스플레,KOSDAQ
037340,씨엘인터내셔널,KOSDAQ
037350,성도이엔지,KOSDAQ
037370,EG,KOSDAQ
037380,에이원마이크로,KOSDAQ
037400,우리엔터프라이즈,KOSDAQ
037410,코리아링크,KOSDAQ
037440,희림,KOSDAQ
037460,삼지전자,KOSDAQ
037500,굿라이프5MF,KOSDAQ
037510,굿라이프10-MF,KOSDAQ
037540,네스테크,KOSDAQ
037550,클라스타,KOSDAQ
037560,LG헬로비전,KOSPI
037600,씨모스,KOSDAQ
037620,미래에셋증권,KOSPI
037630,에스비엠,KOSDAQ
037640,대경테크노스,KOSDAQ
037650,성진산업,KOSDAQ
037700,토자이홀딩스,KOSDAQ
037710,광주신세계,KOSPI
037730,3R,KOSDAQ
037740,디지텔,KOSDAQ
037750,엔써,KOSDAQ
037760,쎄니트,KOSDAQ
037830,글로포스트,KOSDAQ
037950,엘컴텍,KOSDAQ
038010,제일테크노스,KOSDAQ
038050,"트래픽 ITS",KOSDAQ
038060,루멘스,KOSDAQ
038070,서린바이오,KOSDAQ
038100,아이엠아이티,KOSDAQ
038110,에코플라스틱,KOSDAQ
038120,AD모터스,KOSDAQ
038160,팍스넷,KOSDAQ
038280,벤처코스닥MF,KOSDAQ
038290,마크로젠,KOSDAQ
038320,어울림정보,KOSDAQ
038340,MIT,KOSDAQ
038370,KTB벤처1MF,KOSDAQ
038380,KTB자산배분2,KOSDAQ
038390,레드캡투어,KOSDAQ
038400,외환카드,KOSPI
038410,트라이콤,KOSDAQ
038420,씨엔씨엔터,KOSDAQ
038460,바이오스마트,KOSDAQ
038480,박현주6호,KOSDAQ
038500,삼표시멘트,KOSDAQ
038520,화인썬트로닉,KOSDAQ
038530,케이바이오,KOSDAQ
038540,상상인,KOSDAQ
038580,미래하이1호,KOSDAQ
038620,위즈코프,KOSDAQ
038680,에스넷,KOSDAQ
038690,에이스일렉,KOSDAQ
038710,BRN사이언스,KOSDAQ
038720,유일엔시스,KOSDAQ
038760,KTB전환형41,KOSDAQ
038770,글로벌하이1,KOSDAQ
038810,포이보스,KOSDAQ
038830,케이엠에스,KOSDAQ
038870,에코바이오,KOSDAQ
038880,아이에이,KOSDAQ
038920,지이엔에프,KOSDAQ
038940,박현주7성장,KOSDAQ
038950,파인디지털,KOSDAQ
038960,현주컴퓨터,KOSDAQ
038980,이지클럽,KOSDAQ
038990,넥스콘테크,KOSDAQ
039000,써미트,KOSDAQ
039010,현대에이치티,KOSDAQ
039020,이건홀딩스,KOSDAQ
039030,이오테크닉스,"KOSDAQ GLOBAL"
039040,유니텍전자,KOSDAQ
039050,마이다스테2,KOSDAQ
039060,아이비진,KOSDAQ
039110,에스피컴텍,KOSDAQ
039130,하나투어,KOSPI
039160,월드그랜드2,KOSDAQ
039170,징기스칸1호,KOSDAQ
039180,동원장보고2,KOSDAQ
039200,오스코텍,KOSDAQ
039210,미래하이2호,KOSDAQ
039220,미래아이티1,KOSDAQ
039230,에이아이비트,KOSDAQ
039240,경남스틸,KOSDAQ
039270,리젠트빅히트,KOSDAQ
039280,유리앙상블,KOSDAQ
039290,인포뱅크,KOSDAQ
039310,세중,KOSDAQ
039340,한국경제TV,KOSDAQ
039350,헤파호프,KOSDAQ
039370,KTB벤처2MF,KOSDAQ
039380,옵티멈전환2,KOSDAQ
039390,윌텍정보통신,KOSDAQ
039420,케이엘넷,KOSDAQ
039440,에스티아이,KOSDAQ
039490,키움증권,KOSPI
039500,마인,KOSDAQ
039520,플래티넘이천,KOSDAQ
039530,씨앤케이인터,KOSDAQ
039540,마이다스페셜,KOSDAQ
039560,다산네트웍스,KOSDAQ
039570,HDC랩스,KOSPI
039580,피코소프트,KOSDAQ
039610,화성밸브,KOSDAQ
039670,한류타임즈,KOSDAQ
039720,CJ프론티어,KOSDAQ
039740,한국정보공학,KOSDAQ
039790,위노바,KOSDAQ
039830,오로라,KOSDAQ
039840,디오,KOSDAQ
039850,태창파로스,KOSDAQ
039860,나노엔텍,KOSDAQ
039870,피케이엘,KOSDAQ
039920,마이다스하전,KOSDAQ
039980,폴라리스AI,KOSDAQ
039990,코아정보,KOSDAQ
040020,사라콤,KOSDAQ
040130,엔플렉스,KOSDAQ
040160,누리플렉스,KOSDAQ
040180,대양글로벌,KOSDAQ
040260,미래아이티2,KOSDAQ
040270,미래하이3,KOSDAQ
040300,YTN,KOSDAQ
040350,크레오에스지,KOSDAQ
040380,한가족주식,KOSDAQ
040420,정상제이엘에스,KOSDAQ
040520,마이다스테3,KOSDAQ
040610,SG&G,KOSDAQ
040670,와이즈파워,KOSDAQ
040740,아인스M&M,KOSDAQ
040750,벨로체피아노,KOSDAQ
040780,유니씨앤티,KOSDAQ
040785,유니씨앤티우,KOSDAQ
040860,마이다스코코,KOSDAQ
040910,아이씨디,KOSDAQ
040940,미래아이티3,KOSDAQ
040950,미래하이4,KOSDAQ
041020,폴라리스오피스,KOSDAQ
041030,이루넷,KOSDAQ
041060,아라온테크,KOSDAQ
041140,넥슨지티,KOSDAQ
041190,우리기술투자,KOSDAQ
041310,모빌링크,KOSDAQ
041320,보홍,KOSDAQ
041440,현대에버다임,KOSDAQ
041450,인네트,KOSDAQ
041460,한국전자인증,KOSDAQ
041500,대한바이오,KOSDAQ
041510,에스엠,KOSDAQ
041520,이엘씨,KOSDAQ
041550,쎄라텍,KOSDAQ
041590,플래스크,KOSDAQ
041630,인젠,KOSDAQ
041650,상신브레이크,KOSPI
041800,코디콤,KOSDAQ
041830,인바디,KOSDAQ
041910,폴라리스AI파마,KOSDAQ
041920,메디아나,KOSDAQ
041930,동아화성,KOSDAQ
041940,한텔,KOSDAQ
041960,코미팜,KOSDAQ
042000,카페24,KOSDAQ
042040,케이피엠테크,KOSDAQ
042100,현대오토넷,KOSPI
042110,에스씨디,KOSDAQ
042300,KTB드림1,KOSDAQ
042310,KTB코스닥1,KOSDAQ
042340,대국,KOSDAQ
042370,비츠로테크,KOSDAQ
042420,네오위즈홀딩스,KOSDAQ
042460,실크성장1호,KOSDAQ
042470,심스밸리,KOSDAQ
042500,링네트,KOSDAQ
042510,라온시큐어,KOSDAQ
042520,한스바이오메드,KOSDAQ
042570,퓨쳐비젼,KOSDAQ
042600,새로닉스,KOSDAQ
042660,한화오션,KOSPI
042665,대우조선(1우B),KOSPI
042670,HD현대인프라코어,KOSPI
042675,대우종합기계(1우B),KOSPI
042700,한미반도체,KOSPI
042820,"어울림 네트",KOSDAQ
042870,에코페트로시스템,KOSDAQ
042940,상지건설,KOSDAQ
042945,르네코우,KOSDAQ
042950,미래코리아1MF,KOSDAQ
042960,창민테크,KOSDAQ
043040,마이다스30,KOSDAQ
043090,더테크놀로지,KOSDAQ
043100,솔고바이오,KOSDAQ
043150,바텍,KOSDAQ
043200,파루,KOSDAQ
043220,티에스넥스젠,KOSDAQ
043260,성호전자,KOSDAQ
043290,케이맥,KOSDAQ
043340,에쎈테크,KOSDAQ
043350,리젠트코스,KOSDAQ
043360,디지아이,KOSDAQ
043370,피에이치에이,KOSDAQ
043380,플래티넘성1,KOSDAQ
043400,실크성장2호,KOSDAQ
043580,에임하이,KOSDAQ
043590,웰킵스하이텍,KOSDAQ
043610,지니뮤직,KOSDAQ
043630,지앤알,KOSDAQ
043650,국순당,KOSDAQ
043680,스톰이앤에프,KOSDAQ
043690,테크메이트,KOSDAQ
043700,바이킹성장일,KOSDAQ
043710,서울리거,KOSDAQ
043790,옥션,KOSDAQ
